initial_alias,converted_alias,name,description,namespace
4199,ENSG00000065833,ME1,malic enzyme 1 [Source:HGNC Symbol;Acc:HGNC:6983],ENTREZGENE_ACC
10873,ENSG00000151376,ME3,malic enzyme 3 [Source:HGNC Symbol;Acc:HGNC:6985],ENTREZGENE_ACC
253430,ENSG00000151151,IPMK,inositol polyphosphate multikinase [Source:HGNC Symbol;Acc:HGNC:20739],ENTREZGENE_ACC
27124,ENSG00000185133,INPP5J,inositol polyphosphate-5-phosphatase J [Source:HGNC Symbol;Acc:HGNC:8956],ENTREZGENE_ACC
3632,ENSG00000068383,INPP5A,inositol polyphosphate-5-phosphatase A [Source:HGNC Symbol;Acc:HGNC:6076],ENTREZGENE_ACC
3633,ENSG00000204084,INPP5B,inositol polyphosphate-5-phosphatase B [Source:HGNC Symbol;Acc:HGNC:6077],ENTREZGENE_ACC
3635,ENSG00000168918,INPP5D,inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079],ENTREZGENE_ACC
3636,ENSG00000165458,INPPL1,inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080],ENTREZGENE_ACC
56623,ENSG00000148384,INPP5E,inositol polyphosphate-5-phosphatase E [Source:HGNC Symbol;Acc:HGNC:21474],ENTREZGENE_ACC
8867,ENSG00000159082,SYNJ1,synaptojanin 1 [Source:HGNC Symbol;Acc:HGNC:11503],ENTREZGENE_ACC
3628,ENSG00000151689,INPP1,inositol polyphosphate-1-phosphatase [Source:HGNC Symbol;Acc:HGNC:6071],ENTREZGENE_ACC
3706,ENSG00000137825,ITPKA,inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:HGNC:6178],ENTREZGENE_ACC
3707,ENSG00000143772,ITPKB,inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179],ENTREZGENE_ACC
80271,ENSG00000086544,ITPKC,inositol-trisphosphate 3-kinase C [Source:HGNC Symbol;Acc:HGNC:14897],ENTREZGENE_ACC
3612,ENSG00000133731,IMPA1,inositol monophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:6050],ENTREZGENE_ACC
3613,ENSG00000141401,IMPA2,inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051],ENTREZGENE_ACC
8776,ENSG00000063601,MTMR1,myotubularin related protein 1 [Source:HGNC Symbol;Acc:HGNC:7449],ENTREZGENE_ACC
8898,ENSG00000087053,MTMR2,myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450],ENTREZGENE_ACC
51477,ENSG00000105655,ISYNA1,inositol-3-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:29821],ENTREZGENE_ACC
3631,ENSG00000040933,INPP4A,inositol polyphosphate-4-phosphatase type I A [Source:HGNC Symbol;Acc:HGNC:6074],ENTREZGENE_ACC
8821,ENSG00000109452,INPP4B,inositol polyphosphate-4-phosphatase type II B [Source:HGNC Symbol;Acc:HGNC:6075],ENTREZGENE_ACC
10201,ENSG00000172113,NME6,NME/NM23 nucleoside diphosphate kinase 6 [Source:HGNC Symbol;Acc:HGNC:20567],ENTREZGENE_ACC
4833,ENSG00000103202,NME4,NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852],ENTREZGENE_ACC
1629,ENSG00000137992,DBT,dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698],ENTREZGENE_ACC
593,ENSG00000248098,BCKDHA,branched chain keto acid dehydrogenase E1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:986],ENTREZGENE_ACC
594,ENSG00000083123,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:987],ENTREZGENE_ACC
4942,ENSG00000065154,OAT,ornithine aminotransferase [Source:HGNC Symbol;Acc:HGNC:8091],ENTREZGENE_ACC
5091,ENSG00000173599,PC,pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636],ENTREZGENE_ACC
1737,ENSG00000150768,DLAT,dihydrolipoamide S-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2896],ENTREZGENE_ACC
5160,ENSG00000131828,PDHA1,pyruvate dehydrogenase E1 subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806],ENTREZGENE_ACC
5161,ENSG00000163114,PDHA2,pyruvate dehydrogenase E1 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8807],ENTREZGENE_ACC
5162,ENSG00000168291,PDHB,pyruvate dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:8808],ENTREZGENE_ACC
5106,ENSG00000100889,PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:8725]",ENTREZGENE_ACC
5211,ENSG00000141959,PFKL,"phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]",ENTREZGENE_ACC
5213,ENSG00000152556,PFKM,"phosphofructokinase, muscle [Source:HGNC Symbol;Acc:HGNC:8877]",ENTREZGENE_ACC
5214,ENSG00000067057,PFKP,"phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]",ENTREZGENE_ACC
2821,ENSG00000105220,GPI,glucose-6-phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:4458],ENTREZGENE_ACC
5230,ENSG00000102144,PGK1,phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896],ENTREZGENE_ACC
5232,ENSG00000170950,PGK2,phosphoglycerate kinase 2 [Source:HGNC Symbol;Acc:HGNC:8898],ENTREZGENE_ACC
25796,ENSG00000130313,PGLS,6-phosphogluconolactonase [Source:HGNC Symbol;Acc:HGNC:8903],ENTREZGENE_ACC
9563,ENSG00000049239,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795],ENTREZGENE_ACC
283871,ENSG00000184207,PGP,phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909],ENTREZGENE_ACC
5236,ENSG00000079739,PGM1,phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905],ENTREZGENE_ACC
55276,ENSG00000169299,PGM2,phosphoglucomutase 2 [Source:HGNC Symbol;Acc:HGNC:8906],ENTREZGENE_ACC
5728,ENSG00000171862,PTEN,phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588],ENTREZGENE_ACC
8871,ENSG00000078269,SYNJ2,synaptojanin 2 [Source:HGNC Symbol;Acc:HGNC:11504],ENTREZGENE_ACC
23396,ENSG00000186111,PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma [Source:HGNC Symbol;Acc:HGNC:8996],ENTREZGENE_ACC
8394,ENSG00000143398,PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha [Source:HGNC Symbol;Acc:HGNC:8994],ENTREZGENE_ACC
8395,ENSG00000107242,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta [Source:HGNC Symbol;Acc:HGNC:8995],ENTREZGENE_ACC
5297,ENSG00000241973,PI4KA,phosphatidylinositol 4-kinase alpha [Source:HGNC Symbol;Acc:HGNC:8983],ENTREZGENE_ACC
5298,ENSG00000143393,PI4KB,phosphatidylinositol 4-kinase beta [Source:HGNC Symbol;Acc:HGNC:8984],ENTREZGENE_ACC
55361,ENSG00000155252,PI4K2A,phosphatidylinositol 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:30031],ENTREZGENE_ACC
10870,ENSG00000126264,HCST,hematopoietic cell signal transducer [Source:HGNC Symbol;Acc:HGNC:16977],ENTREZGENE_ACC
23533,ENSG00000141506,PIK3R5,phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035],ENTREZGENE_ACC
5290,ENSG00000121879,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]",ENTREZGENE_ACC
5291,ENSG00000051382,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:8976]",ENTREZGENE_ACC
5293,ENSG00000171608,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]",ENTREZGENE_ACC
5294,ENSG00000105851,PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:8978]",ENTREZGENE_ACC
5295,ENSG00000145675,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8979],ENTREZGENE_ACC
5296,ENSG00000105647,PIK3R2,phosphoinositide-3-kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:8980],ENTREZGENE_ACC
8503,ENSG00000117461,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:8981],ENTREZGENE_ACC
4952,ENSG00000122126,OCRL,OCRL inositol polyphosphate-5-phosphatase [Source:HGNC Symbol;Acc:HGNC:8108],ENTREZGENE_ACC
113026,ENSG00000161714,PLCD3,phospholipase C delta 3 [Source:HGNC Symbol;Acc:HGNC:9061],ENTREZGENE_ACC
23007,ENSG00000114805,PLCH1,phospholipase C eta 1 [Source:HGNC Symbol;Acc:HGNC:29185],ENTREZGENE_ACC
23236,ENSG00000182621,PLCB1,phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917],ENTREZGENE_ACC
257068,ENSG00000240891,PLCXD2,phosphatidylinositol specific phospholipase C X domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26462],ENTREZGENE_ACC
51196,ENSG00000138193,PLCE1,phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175],ENTREZGENE_ACC
5330,ENSG00000137841,PLCB2,phospholipase C beta 2 [Source:HGNC Symbol;Acc:HGNC:9055],ENTREZGENE_ACC
5331,ENSG00000149782,PLCB3,phospholipase C beta 3 [Source:HGNC Symbol;Acc:HGNC:9056],ENTREZGENE_ACC
5332,ENSG00000101333,PLCB4,phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059],ENTREZGENE_ACC
5333,ENSG00000187091,PLCD1,phospholipase C delta 1 [Source:HGNC Symbol;Acc:HGNC:9060],ENTREZGENE_ACC
5334,ENSG00000115896,PLCL1,phospholipase C like 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:9063],ENTREZGENE_ACC
5335,ENSG00000124181,PLCG1,phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065],ENTREZGENE_ACC
5336,ENSG00000197943,PLCG2,phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066],ENTREZGENE_ACC
84812,ENSG00000115556,PLCD4,phospholipase C delta 4 [Source:HGNC Symbol;Acc:HGNC:9062],ENTREZGENE_ACC
89869,ENSG00000139151,PLCZ1,phospholipase C zeta 1 [Source:HGNC Symbol;Acc:HGNC:19218],ENTREZGENE_ACC
9651,ENSG00000149527,PLCH2,phospholipase C eta 2 [Source:HGNC Symbol;Acc:HGNC:29037],ENTREZGENE_ACC
5286,ENSG00000011405,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971],ENTREZGENE_ACC
5287,ENSG00000133056,PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:HGNC:8972],ENTREZGENE_ACC
5288,ENSG00000139144,PIK3C2G,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma [Source:HGNC Symbol;Acc:HGNC:8973],ENTREZGENE_ACC
200576,ENSG00000115020,PIKFYVE,"phosphoinositide kinase, FYVE-type zinc finger containing [Source:HGNC Symbol;Acc:HGNC:23785]",ENTREZGENE_ACC
5305,ENSG00000150867,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8997],ENTREZGENE_ACC
79837,ENSG00000166908,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma [Source:HGNC Symbol;Acc:HGNC:23786],ENTREZGENE_ACC
8396,ENSG00000276293,PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:8998],ENTREZGENE_ACC
5289,ENSG00000078142,PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:HGNC Symbol;Acc:HGNC:8974],ENTREZGENE_ACC
5250,ENSG00000075415,SLC25A3,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989],ENTREZGENE_ACC
5372,ENSG00000100417,PMM1,phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114],ENTREZGENE_ACC
5373,ENSG00000140650,PMM2,phosphomannomutase 2 [Source:HGNC Symbol;Acc:HGNC:9115],ENTREZGENE_ACC
117283,ENSG00000161896,IP6K3,inositol hexakisphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17269],ENTREZGENE_ACC
9807,ENSG00000176095,IP6K1,inositol hexakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18360],ENTREZGENE_ACC
51447,ENSG00000068745,IP6K2,inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:17313],ENTREZGENE_ACC
5095,ENSG00000175198,PCCA,propionyl-CoA carboxylase subunit alpha [Source:HGNC Symbol;Acc:HGNC:8653],ENTREZGENE_ACC
5096,ENSG00000114054,PCCB,propionyl-CoA carboxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8654],ENTREZGENE_ACC
221823,ENSG00000229937,PRPS1L1,phosphoribosyl pyrophosphate synthetase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:9463],ENTREZGENE_ACC
5631,ENSG00000147224,PRPS1,phosphoribosyl pyrophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9462],ENTREZGENE_ACC
5634,ENSG00000101911,PRPS2,phosphoribosyl pyrophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:9465],ENTREZGENE_ACC
5313,ENSG00000143627,PKLR,pyruvate kinase L/R [Source:HGNC Symbol;Acc:HGNC:9020],ENTREZGENE_ACC
5315,ENSG00000067225,PKM,pyruvate kinase M1/2 [Source:HGNC Symbol;Acc:HGNC:9021],ENTREZGENE_ACC
2875,ENSG00000167701,GPT,glutamic--pyruvic transaminase [Source:HGNC Symbol;Acc:HGNC:4552],ENTREZGENE_ACC
84706,ENSG00000166123,GPT2,glutamic--pyruvic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:18062],ENTREZGENE_ACC
112724,ENSG00000160439,RDH13,retinol dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:19978],ENTREZGENE_ACC
145226,ENSG00000139988,RDH12,retinol dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:19977],ENTREZGENE_ACC
157506,ENSG00000121039,RDH10,retinol dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:19975],ENTREZGENE_ACC
195814,ENSG00000170786,SDR16C5,short chain dehydrogenase/reductase family 16C member 5 [Source:HGNC Symbol;Acc:HGNC:30311],ENTREZGENE_ACC
50700,ENSG00000080511,RDH8,retinol dehydrogenase 8 [Source:HGNC Symbol;Acc:HGNC:14423],ENTREZGENE_ACC
51109,ENSG00000072042,RDH11,retinol dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:17964],ENTREZGENE_ACC
57665,ENSG00000240857,RDH14,retinol dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:19979],ENTREZGENE_ACC
6120,ENSG00000197713,RPE,ribulose-5-phosphate-3-epimerase [Source:HGNC Symbol;Acc:HGNC:10293],ENTREZGENE_ACC
22934,ENSG00000153574,RPIA,ribose 5-phosphate isomerase A [Source:HGNC Symbol;Acc:HGNC:10297],ENTREZGENE_ACC
6652,ENSG00000140263,SORD,sorbitol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:11184],ENTREZGENE_ACC
6342,ENSG00000116171,SCP2,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606],ENTREZGENE_ACC
10993,ENSG00000135094,SDS,serine dehydratase [Source:HGNC Symbol;Acc:HGNC:10691],ENTREZGENE_ACC
113675,ENSG00000139410,SDSL,serine dehydratase like [Source:HGNC Symbol;Acc:HGNC:30404],ENTREZGENE_ACC
6389,ENSG00000073578,SDHA,succinate dehydrogenase complex flavoprotein subunit A [Source:HGNC Symbol;Acc:HGNC:10680],ENTREZGENE_ACC
6390,ENSG00000117118,SDHB,succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681],ENTREZGENE_ACC
6391,ENSG00000143252,SDHC,succinate dehydrogenase complex subunit C [Source:HGNC Symbol;Acc:HGNC:10682],ENTREZGENE_ACC
6392,ENSG00000204370,SDHD,succinate dehydrogenase complex subunit D [Source:HGNC Symbol;Acc:HGNC:10683],ENTREZGENE_ACC
6888,ENSG00000177156,TALDO1,transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559],ENTREZGENE_ACC
23483,ENSG00000088451,TGDS,"TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:20324]",ENTREZGENE_ACC
7086,ENSG00000163931,TKT,transketolase [Source:HGNC Symbol;Acc:HGNC:11834],ENTREZGENE_ACC
8277,ENSG00000007350,TKTL1,transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835],ENTREZGENE_ACC
84076,ENSG00000151005,TKTL2,transketolase like 2 [Source:HGNC Symbol;Acc:HGNC:25313],ENTREZGENE_ACC
7084,ENSG00000166548,TK2,thymidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11831],ENTREZGENE_ACC
7167,ENSG00000111669,TPI1,triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009],ENTREZGENE_ACC
11181,ENSG00000118094,TREH,trehalase [Source:HGNC Symbol;Acc:HGNC:12266],ENTREZGENE_ACC
6675,ENSG00000117143,UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12457],ENTREZGENE_ACC
91373,ENSG00000197355,UAP1L1,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28082],ENTREZGENE_ACC
2582,ENSG00000117308,GALE,UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116],ENTREZGENE_ACC
7355,ENSG00000102100,SLC35A2,solute carrier family 35 member A2 [Source:HGNC Symbol;Acc:HGNC:11022],ENTREZGENE_ACC
7358,ENSG00000109814,UGDH,UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525],ENTREZGENE_ACC
80146,ENSG00000115652,UXS1,UDP-glucuronate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:17729],ENTREZGENE_ACC
5167,ENSG00000197594,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356],ENTREZGENE_ACC
5168,ENSG00000136960,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:3357],ENTREZGENE_ACC
5169,ENSG00000154269,ENPP3,ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:3358],ENTREZGENE_ACC
2683,ENSG00000086062,B4GALT1,"beta-1,4-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:924]",ENTREZGENE_ACC
8704,ENSG00000117411,B4GALT2,"beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]",ENTREZGENE_ACC
51727,ENSG00000162368,CMPK1,cytidine/uridine monophosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18170],ENTREZGENE_ACC
1593,ENSG00000135929,CYP27A1,cytochrome P450 family 27 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2605],ENTREZGENE_ACC
9942,ENSG00000093217,XYLB,xylulokinase [Source:HGNC Symbol;Acc:HGNC:12839],ENTREZGENE_ACC
51181,ENSG00000169738,DCXR,dicarbonyl and L-xylulose reductase [Source:HGNC Symbol;Acc:HGNC:18985],ENTREZGENE_ACC
6319,ENSG00000099194,SCD,stearoyl-CoA desaturase [Source:HGNC Symbol;Acc:HGNC:10571],ENTREZGENE_ACC
9415,ENSG00000134824,FADS2,fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575],ENTREZGENE_ACC
2180,ENSG00000151726,ACSL1,acyl-CoA synthetase long chain family member 1 [Source:HGNC Symbol;Acc:HGNC:3569],ENTREZGENE_ACC
126129,ENSG00000169169,CPT1C,carnitine palmitoyltransferase 1C [Source:HGNC Symbol;Acc:HGNC:18540],ENTREZGENE_ACC
1374,ENSG00000110090,CPT1A,carnitine palmitoyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:2328],ENTREZGENE_ACC
1375,ENSG00000205560,CPT1B,carnitine palmitoyltransferase 1B [Source:HGNC Symbol;Acc:HGNC:2329],ENTREZGENE_ACC
80235,ENSG00000119227,PIGZ,phosphatidylinositol glycan anchor biosynthesis class Z [Source:HGNC Symbol;Acc:HGNC:30596],ENTREZGENE_ACC
1962,ENSG00000113790,EHHADH,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3247],ENTREZGENE_ACC
30,ENSG00000060971,ACAA1,acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82],ENTREZGENE_ACC
3295,ENSG00000133835,HSD17B4,hydroxysteroid 17-beta dehydrogenase 4 [Source:HGNC Symbol;Acc:HGNC:5213],ENTREZGENE_ACC
51,ENSG00000161533,ACOX1,acyl-CoA oxidase 1 [Source:HGNC Symbol;Acc:HGNC:119],ENTREZGENE_ACC
1376,ENSG00000157184,CPT2,carnitine palmitoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:2330],ENTREZGENE_ACC
26,ENSG00000002726,AOC1,amine oxidase copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80],ENTREZGENE_ACC
314,ENSG00000131480,AOC2,amine oxidase copper containing 2 [Source:HGNC Symbol;Acc:HGNC:549],ENTREZGENE_ACC
1591,ENSG00000019186,CYP24A1,cytochrome P450 family 24 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2602],ENTREZGENE_ACC
1594,ENSG00000111012,CYP27B1,cytochrome P450 family 27 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2606],ENTREZGENE_ACC
6818,ENSG00000261052,SULT1A3,sulfotransferase family 1A member 3 [Source:HGNC Symbol;Acc:HGNC:11455],ENTREZGENE_ACC
89874,ENSG00000183032,SLC25A21,solute carrier family 25 member 21 [Source:HGNC Symbol;Acc:HGNC:14411],ENTREZGENE_ACC
1312,ENSG00000093010,COMT,catechol-O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:2228],ENTREZGENE_ACC
3242,ENSG00000158104,HPD,4-hydroxyphenylpyruvate dioxygenase [Source:HGNC Symbol;Acc:HGNC:5147],ENTREZGENE_ACC
2531,ENSG00000119537,KDSR,3-ketodihydrosphingosine reductase [Source:HGNC Symbol;Acc:HGNC:4021],ENTREZGENE_ACC
23498,ENSG00000162882,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4796]",ENTREZGENE_ACC
55268,ENSG00000121310,ECHDC2,enoyl-CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23408],ENTREZGENE_ACC
51166,ENSG00000109576,AADAT,aminoadipate aminotransferase [Source:HGNC Symbol;Acc:HGNC:17929],ENTREZGENE_ACC
883,ENSG00000171097,KYAT1,kynurenine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1564],ENTREZGENE_ACC
883,ENSG00000286112,KYAT1,kynurenine aminotransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:883],ENTREZGENE_ACC
1644,ENSG00000132437,DDC,dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719],ENTREZGENE_ACC
26275,ENSG00000198130,HIBCH,3-hydroxyisobutyryl-CoA hydrolase [Source:HGNC Symbol;Acc:HGNC:4908],ENTREZGENE_ACC
4128,ENSG00000189221,MAOA,monoamine oxidase A [Source:HGNC Symbol;Acc:HGNC:6833],ENTREZGENE_ACC
4129,ENSG00000069535,MAOB,monoamine oxidase B [Source:HGNC Symbol;Acc:HGNC:6834],ENTREZGENE_ACC
53,ENSG00000134575,ACP2,"acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]",ENTREZGENE_ACC
55,ENSG00000014257,ACP3,acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125],ENTREZGENE_ACC
51380,ENSG00000139631,CSAD,cysteine sulfinic acid decarboxylase [Source:HGNC Symbol;Acc:HGNC:18966],ENTREZGENE_ACC
6799,ENSG00000197165,SULT1A2,sulfotransferase family 1A member 2 [Source:HGNC Symbol;Acc:HGNC:11454],ENTREZGENE_ACC
6817,ENSG00000196502,SULT1A1,sulfotransferase family 1A member 1 [Source:HGNC Symbol;Acc:HGNC:11453],ENTREZGENE_ACC
6817,ENSG00000289755,None,novel transcript,ENTREZGENE_ACC
6822,ENSG00000105398,SULT2A1,sulfotransferase family 2A member 1 [Source:HGNC Symbol;Acc:HGNC:11458],ENTREZGENE_ACC
316,ENSG00000138356,AOX1,aldehyde oxidase 1 [Source:HGNC Symbol;Acc:HGNC:553],ENTREZGENE_ACC
3620,ENSG00000131203,IDO1,"indoleamine 2,3-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:6059]",ENTREZGENE_ACC
4123,ENSG00000140400,MAN2C1,mannosidase alpha class 2C member 1 [Source:HGNC Symbol;Acc:HGNC:6827],ENTREZGENE_ACC
4125,ENSG00000104774,MAN2B1,mannosidase alpha class 2B member 1 [Source:HGNC Symbol;Acc:HGNC:6826],ENTREZGENE_ACC
53947,ENSG00000128274,A4GALT,"alpha 1,4-galactosyltransferase (P blood group) [Source:HGNC Symbol;Acc:HGNC:18149]",ENTREZGENE_ACC
51146,ENSG00000118017,A4GNT,"alpha-1,4-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:17968]",ENTREZGENE_ACC
28,ENSG00000175164,ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase [Source:HGNC Symbol;Acc:HGNC:79]",ENTREZGENE_ACC
206358,ENSG00000123643,SLC36A1,solute carrier family 36 member 1 [Source:HGNC Symbol;Acc:HGNC:18761],ENTREZGENE_ACC
10449,ENSG00000167315,ACAA2,acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83],ENTREZGENE_ACC
3032,ENSG00000138029,HADHB,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:HGNC Symbol;Acc:HGNC:4803],ENTREZGENE_ACC
31,ENSG00000278540,ACACA,acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84],ENTREZGENE_ACC
32,ENSG00000076555,ACACB,acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85],ENTREZGENE_ACC
9197,ENSG00000169359,SLC33A1,solute carrier family 33 member 1 [Source:HGNC Symbol;Acc:HGNC:95],ENTREZGENE_ACC
64841,ENSG00000100522,GNPNAT1,glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980],ENTREZGENE_ACC
